,Source_Port,Destination_Port,NAT_Source_Port,NAT_Destination_Port,Action,Bytes,Bytes_Sent,Bytes_Received,Packets,Elapsed_Time_(sec),pkts_sent,pkts_received
27668,60748,445,0,0,deny,66,66,0,1,0,1,0
27669,25565,52284,0,0,deny,60,60,0,1,0,1,0
27671,60502,445,0,0,deny,70,70,0,1,0,1,0
27672,60501,445,0,0,deny,70,70,0,1,0,1,0
27673,60504,445,0,0,deny,70,70,0,1,0,1,0
27674,60746,445,0,0,deny,66,66,0,1,0,1,0
27675,60745,445,0,0,deny,66,66,0,1,0,1,0
27676,60499,445,0,0,deny,70,70,0,1,0,1,0
27677,60743,445,0,0,deny,66,66,0,1,0,1,0
27678,60496,445,0,0,deny,70,70,0,1,0,1,0
27679,55421,57470,0,0,deny,74,74,0,1,0,1,0
27681,65312,445,0,0,deny,70,70,0,1,0,1,0
27684,24285,26467,0,0,deny,62,62,0,1,0,1,0
27686,60491,445,0,0,deny,70,70,0,1,0,1,0
27687,60731,445,0,0,deny,66,66,0,1,0,1,0
27688,59043,35440,0,0,deny,66,66,0,1,0,1,0
27693,60483,445,0,0,deny,70,70,0,1,0,1,0
27695,60481,445,0,0,deny,70,70,0,1,0,1,0
27696,61030,21247,0,0,deny,62,62,0,1,0,1,0
27698,60724,445,0,0,deny,66,66,0,1,0,1,0
27699,65299,445,0,0,deny,70,70,0,1,0,1,0
27701,443,43990,0,0,deny,74,74,0,1,0,1,0
27702,49734,23,0,0,deny,60,60,0,1,0,1,0
27704,8999,15503,0,0,deny,146,146,0,1,0,1,0
27705,60477,445,0,0,deny,70,70,0,1,0,1,0
27708,60722,445,0,0,deny,66,66,0,1,0,1,0
27709,56582,23718,0,0,deny,66,66,0,1,0,1,0
27710,60475,445,0,0,deny,70,70,0,1,0,1,0
27713,11688,23718,0,0,deny,146,146,0,1,0,1,0
27715,60714,445,0,0,deny,66,66,0,1,0,1,0
27716,60471,445,0,0,deny,70,70,0,1,0,1,0
27717,60710,445,0,0,deny,66,66,0,1,0,1,0
27718,60470,445,0,0,deny,70,70,0,1,0,1,0
27721,65286,445,0,0,deny,70,70,0,1,0,1,0
27725,60465,445,0,0,deny,70,70,0,1,0,1,0
27726,60696,445,0,0,deny,66,66,0,1,0,1,0
27727,60699,445,0,0,deny,66,66,0,1,0,1,0
27728,60695,445,0,0,deny,66,66,0,1,0,1,0
27729,60692,445,0,0,deny,66,66,0,1,0,1,0
27730,60697,445,0,0,deny,66,66,0,1,0,1,0
27731,60698,445,0,0,deny,66,66,0,1,0,1,0
27732,60693,445,0,0,deny,66,66,0,1,0,1,0
27733,60691,445,0,0,deny,66,66,0,1,0,1,0
27737,64535,37965,0,0,deny,66,66,0,1,0,1,0
27739,50626,80,27963,80,allow,1366,865,501,8,15,5,3
27740,58806,443,62353,443,allow,10442,6793,3649,30,17,16,14
27741,52180,443,15332,443,allow,11127,1324,9803,24,75,12,12
27742,28025,443,15107,443,allow,5578,1390,4188,19,15,9,10
27743,55098,53,8835,53,allow,176,90,86,2,30,1,1
27744,58734,443,48413,443,allow,1413,876,537,12,26,6,6
27745,58809,443,34899,443,allow,4054,2590,1464,18,16,9,9
27746,51975,11998,29831,11998,allow,66,66,0,1,5,1,0
27747,53780,47132,22525,47132,allow,70,70,0,2,8,2,0
27748,28024,443,28708,443,allow,5516,1388,4128,18,15,9,9
27749,58795,443,29024,443,allow,19700,12992,6708,44,18,23,21
27750,53763,50144,49298,50144,allow,492,306,186,8,16,5,3
27751,55835,53,7338,53,allow,176,90,86,2,31,1,1
27752,52182,443,53611,443,allow,10422,1313,9109,23,75,12,11
27753,52009,1035,48428,1035,allow,316,136,180,6,7,3,3
27754,55069,443,55069,443,allow,4517,1610,2907,19,27,11,8
27755,49846,53,37794,53,allow,763,101,662,2,31,1,1
27756,21903,443,21903,443,allow,29203,1859,27344,37,18,14,23
27757,63464,443,46979,443,allow,24271,2640,21631,38,123,16,22
27758,52183,443,6084,443,allow,10107,1324,8783,22,75,12,10
27759,42716,443,52714,443,allow,12561,2901,9660,29,17,15,14
27760,44384,80,20153,80,allow,51651,48866,2785,74,19,38,36
27761,64751,443,49226,443,allow,507753,8795,498958,463,195,122,341
27762,40039,80,11580,80,allow,1112,534,578,12,16,7,5
27763,53768,19067,20998,19067,allow,70,70,0,1,5,1,0
27765,51971,20347,9073,20347,allow,66,66,0,1,5,1,0
27766,52927,443,29135,443,allow,5582,1388,4194,19,15,9,10
27767,56586,53,23269,53,allow,170,87,83,2,30,1,1
27768,56024,53,53250,53,allow,711,87,624,2,30,1,1
27769,52807,443,39495,443,allow,67984,17257,50727,121,148,50,71
27770,52928,443,44110,443,allow,5584,1390,4194,19,15,9,10
27771,14829,443,14829,443,allow,214215,11945,202270,260,94,110,150
27772,53977,443,23449,443,allow,3330,1694,1636,15,30,8,7
27773,53779,24874,26263,24874,allow,70,70,0,2,8,2,0
27774,55021,443,46013,443,allow,31237,2116,29121,57,195,24,33
27775,58735,443,63211,443,allow,1413,876,537,12,26,6,6
27776,51422,443,51422,443,allow,4399,1492,2907,19,27,11,8
27777,64749,443,34361,443,allow,10750,1814,8936,37,195,17,20
27778,45912,443,22419,443,allow,4306,1107,3199,17,30,9,8
27779,64743,443,34069,443,allow,31480,1953,29527,54,196,20,34
27780,42955,80,63046,80,allow,72023,4897,67126,97,115,46,51
27781,52512,80,4200,80,allow,10889,1117,9772,22,16,12,10
27782,65500,443,41851,443,allow,8177,3420,4757,23,124,11,12
27783,58673,443,8091,443,allow,3330,737,2593,10,121,5,5
27784,57470,50321,35732,50321,allow,490,149,341,2,1201,1,1
27785,35833,443,20943,443,allow,5524,1857,3667,27,3652,9,18
27786,65283,445,0,0,deny,70,70,0,1,0,1,0
27787,65274,445,0,0,deny,70,70,0,1,0,1,0
27788,65276,445,0,0,deny,70,70,0,1,0,1,0
27789,65269,445,0,0,deny,70,70,0,1,0,1,0
27791,56494,3033,0,0,deny,146,146,0,1,0,1,0
27793,32282,8604,0,0,deny,66,66,0,1,0,1,0
27794,60452,445,0,0,deny,70,70,0,1,0,1,0
27795,60678,445,0,0,deny,66,66,0,1,0,1,0
27796,60677,445,0,0,deny,66,66,0,1,0,1,0
27797,60675,445,0,0,deny,66,66,0,1,0,1,0
27799,49514,39127,0,0,deny,162,162,0,1,0,1,0
27801,56494,15503,0,0,deny,146,146,0,1,0,1,0
27803,60449,445,0,0,deny,70,70,0,1,0,1,0
27804,52605,443,40382,443,allow,3523,518,3005,12,15,6,6
27805,59775,443,26264,443,allow,5024,2538,2486,23,15,13,10
27806,44074,443,54425,443,allow,5498,3406,2092,28,95,16,12
27807,58359,64147,0,0,deny,72,72,0,1,0,1,0
27810,65265,445,0,0,deny,70,70,0,1,0,1,0
27811,38477,5900,0,0,deny,60,60,0,1,0,1,0
27812,65253,445,0,0,deny,70,70,0,1,0,1,0
27813,65254,445,0,0,deny,70,70,0,1,0,1,0
27815,55450,64147,0,0,deny,66,66,0,1,0,1,0
27816,56494,57587,0,0,deny,146,146,0,1,0,1,0
27817,58131,15503,0,0,deny,146,146,0,1,0,1,0
27819,63079,64147,0,0,deny,66,66,0,1,0,1,0
27820,60444,445,0,0,deny,70,70,0,1,0,1,0
27822,60443,445,0,0,deny,70,70,0,1,0,1,0
27823,60441,445,0,0,deny,70,70,0,1,0,1,0
27824,56494,1,0,0,deny,146,146,0,1,0,1,0
27826,21213,23,0,0,deny,60,60,0,1,0,1,0
27827,443,62732,0,0,deny,199,199,0,1,0,1,0
27829,65245,445,0,0,deny,70,70,0,1,0,1,0
27830,65242,445,0,0,deny,70,70,0,1,0,1,0
27833,3074,64147,0,0,deny,62,62,0,1,0,1,0
27834,15333,44847,0,0,deny,146,146,0,1,0,1,0
27835,60665,445,0,0,deny,66,66,0,1,0,1,0
27837,60434,445,0,0,deny,70,70,0,1,0,1,0
27838,14148,1,0,0,deny,62,62,0,1,0,1,0
27839,54593,51505,0,0,deny,62,62,0,1,0,1,0
27840,2049,23,0,0,deny,60,60,0,1,0,1,0
27841,60431,445,0,0,deny,70,70,0,1,0,1,0
27842,60430,445,0,0,deny,70,70,0,1,0,1,0
27843,65237,445,0,0,deny,70,70,0,1,0,1,0
27845,60429,445,0,0,deny,70,70,0,1,0,1,0
27846,47788,1879,0,0,deny,146,146,0,1,0,1,0
27847,60423,445,0,0,deny,70,70,0,1,0,1,0
27848,60424,445,0,0,deny,70,70,0,1,0,1,0
27849,55206,53,49621,53,allow,196,94,102,2,30,1,1
27850,64988,53,16723,53,allow,196,94,102,2,30,1,1
27851,53238,80,59852,80,allow,1726,940,786,8,55,5,3
27852,52006,49849,11177,49849,allow,70,70,0,2,7,2,0
27853,50919,443,16242,443,allow,5962,1621,4341,16,75,9,7
27854,51419,443,59979,443,allow,13049,4849,8200,31,31,15,16
27855,52179,443,33825,443,allow,7439,1156,6283,19,75,11,8
27856,53855,443,61273,443,allow,134631,7253,127378,176,171,79,97
27857,49514,443,49514,443,allow,234110,36300,197810,309,66,160,149
27858,53767,10004,19496,10004,allow,70,70,0,1,4,1,0
27859,55494,80,14370,80,allow,188544,9826,178718,241,32,113,128
27860,51974,54759,44353,54759,allow,70,70,0,1,4,1,0
27861,56723,443,2144,443,allow,7889,1900,5989,20,15,11,9
27862,36100,443,53812,443,allow,812,440,372,14,25,8,6
27863,34657,443,29815,443,allow,3521,516,3005,12,15,6,6
27864,63937,53,8865,53,allow,183,94,89,2,30,1,1
27865,53766,3596,6099,3596,allow,70,70,0,1,4,1,0
27866,60786,80,13349,80,allow,1638,1324,314,10,15,5,5
27867,56367,53,12261,53,allow,900,110,790,2,29,1,1
27868,56405,53,42424,53,allow,226,102,124,2,30,1,1
27869,64477,443,32832,443,allow,8965,3771,5194,33,124,14,19
27870,51108,80,16411,80,allow,2794,2075,719,15,30,9,6
27871,56184,53,63317,53,allow,215,94,121,2,30,1,1
27872,55835,53,25257,53,allow,180,94,86,2,30,1,1
27873,49932,53,2052,53,allow,289,94,195,2,30,1,1
27874,34658,443,51529,443,allow,3521,516,3005,12,15,6,6
27875,50522,443,6531,443,allow,1579,988,591,13,45,7,6
27876,58903,80,49363,80,allow,22851,3171,19680,39,147,20,19
27877,60438,53,9919,53,allow,77,77,0,2,31,2,0
27878,35667,80,40101,80,allow,1638,1324,314,10,15,5,5
27879,52004,55711,12562,55711,allow,70,70,0,2,7,2,0
27880,56722,443,4374,443,allow,7941,1952,5989,20,15,11,9
27881,59758,53,7104,53,allow,211,78,133,2,30,1,1
27882,39748,80,44062,80,allow,1638,1324,314,10,15,5,5
27883,64648,53,9787,53,allow,215,94,121,2,30,1,1
27884,52295,53,54282,53,allow,322,102,220,2,30,1,1
27885,57303,53,6094,53,allow,177,94,83,2,30,1,1
27886,61637,53,32273,53,allow,82,82,0,2,31,2,0
27887,57159,53,30985,53,allow,292,94,198,2,30,1,1
27888,57303,53,43423,53,allow,177,94,83,2,30,1,1
27889,56951,443,25621,443,allow,4679,2071,2608,14,135,7,7
27890,55835,53,39257,53,allow,180,94,86,2,30,1,1
27891,55243,53,43461,53,allow,356,118,238,2,30,1,1
27892,17750,55265,61135,55265,allow,481,150,331,2,1200,1,1
27893,46939,443,46939,443,allow,4657,1750,2907,19,28,11,8
27894,50726,443,27589,443,allow,12350,2504,9846,41,137,21,20
27895,62995,53,59527,53,allow,101,101,0,2,31,2,0
27896,52003,18150,42315,18150,allow,70,70,0,2,7,2,0
27897,29972,53,62142,53,allow,300,94,206,2,30,1,1
27898,65355,53,22974,53,allow,321,102,219,2,30,1,1
27899,53791,53,14073,53,allow,102,102,0,2,31,2,0
27900,60449,28260,32141,28260,allow,70,70,0,1,5,1,0
27901,53761,54363,63571,54363,allow,618,432,186,9,16,6,3
27902,50663,443,57930,443,allow,7732,3046,4686,22,26,12,10
27903,59629,80,40534,80,allow,1652,1264,388,10,17,4,6
27904,58736,443,28275,443,allow,7978,1143,6835,19,26,9,10
27905,56721,443,14378,443,allow,7889,1900,5989,20,15,11,9
27906,53848,443,21534,443,allow,7015200,135026,6880174,6063,438,1252,4811
27907,49194,443,5495,443,allow,605037,246018,359019,1735,1300,846,889
27908,59011,443,8442,443,allow,9619,6442,3177,33,122,15,18
27909,55553,443,62763,443,allow,6639,3918,2721,16,135,8,8
27910,59180,443,21871,443,allow,2592,1486,1106,20,275,10,10
27911,50265,38978,6940,38978,allow,481,150,331,2,1200,1,1
27912,54553,53,43102,53,allow,101,101,0,2,31,2,0
27913,50523,443,11789,443,allow,1579,988,591,13,45,7,6
27914,43494,443,46566,443,allow,670,382,288,10,133,6,4
27915,55305,53,15624,53,allow,88,88,0,2,31,2,0
27916,34656,443,55937,443,allow,3521,516,3005,12,15,6,6
27917,58812,443,22392,443,allow,5167,700,4467,16,15,7,9
27918,52005,33191,61687,33191,allow,70,70,0,2,7,2,0
27919,58816,443,57126,443,allow,5168,700,4468,16,15,7,9
27920,53237,80,8152,80,allow,194,128,66,4,55,3,1
27921,34220,80,10366,80,allow,672,300,372,12,30,6,6
27922,58819,443,22154,443,allow,5168,700,4468,16,14,7,9
27923,54744,443,54744,443,allow,4737,2854,1883,25,117,13,12
27924,54259,443,22869,443,allow,7508,2864,4644,18,75,11,7
27925,53799,3478,23545,3478,allow,3736,1944,1792,58,91,29,29
27926,36661,443,26709,443,allow,16244,2265,13979,35,262,19,16
27927,39674,443,32592,443,allow,2828,1800,1028,27,184,15,12
27928,51972,13604,43742,13604,allow,160,70,90,2,5,1,1
27929,56629,53,45116,53,allow,183,94,89,2,29,1,1
27930,55318,53,29370,53,allow,215,102,113,2,30,1,1
27931,49988,443,8213,443,allow,642,582,60,2,5,1,1
27932,55034,443,40095,443,allow,14671,2953,11718,31,31,17,14
27933,49509,443,49509,443,allow,242669,43830,198839,310,67,159,151
27934,55248,443,36636,443,allow,30281,3919,26362,44,62,21,23
27935,52993,53,60182,53,allow,70,70,0,1,29,1,0
27936,57152,53,56256,53,allow,720,94,626,2,30,1,1
27937,55098,53,14805,53,allow,180,94,86,2,30,1,1
27938,49153,53,32682,53,allow,214,102,112,2,29,1,1
27939,59757,53,47514,53,allow,260,86,174,2,30,1,1
27940,64199,53,4669,53,allow,215,102,113,2,30,1,1
27941,56586,53,39065,53,allow,177,94,83,2,30,1,1
27942,51106,80,64772,80,allow,14616,6227,8389,32,31,16,16
27943,38970,443,29135,443,allow,4144,2479,1665,19,361,10,9
27944,56621,53,30051,53,allow,177,94,83,2,31,1,1
27945,53434,53,34860,53,allow,87,87,0,2,31,2,0
27946,54138,443,3905,443,allow,5702,1212,4490,19,139,10,9
27947,49983,53,19113,53,allow,267,110,157,2,30,1,1
27948,5176,53,35292,53,allow,86,86,0,1,30,1,0
27949,63931,443,46072,443,allow,103248,6121,97127,124,144,47,77
27950,40685,80,25851,80,allow,1278,774,504,12,360,7,5
27951,62617,443,37156,443,allow,3931,678,3253,15,140,6,9
27952,64406,53,8536,53,allow,102,102,0,2,31,2,0
27953,60450,56494,22389,56494,allow,70,70,0,1,5,1,0
27954,64714,53,5629,53,allow,250,86,164,4,36,2,2
27955,65183,53,12672,53,allow,381,89,292,4,43,2,2
27956,50326,443,38402,443,allow,552885,34781,518104,733,245,314,419
27957,64201,53,54602,53,allow,434,96,338,4,30,2,2
27958,54267,53,33061,53,allow,86,86,0,1,30,1,0
27959,61566,53,28325,53,allow,86,86,0,1,30,1,0
27960,54983,53,35853,53,allow,728,102,626,2,30,1,1
27961,56654,53,54903,53,allow,102,102,0,2,31,2,0
27962,65466,53,31281,53,allow,200,102,98,2,33,1,1
27963,55492,80,58922,80,allow,164902,9835,155067,227,32,114,113
27964,51970,18752,15573,18752,allow,70,70,0,1,5,1,0
27965,54080,443,47688,443,allow,1173681,52597,1121084,1428,177,642,786
27966,54079,443,33342,443,allow,1050267,44816,1005451,1276,177,580,696
27967,53853,443,32341,443,allow,1966450,57437,1909013,1885,338,544,1341
27968,49771,53,61386,53,allow,86,86,0,1,30,1,0
27969,49165,53,19244,53,allow,379,94,285,2,30,1,1
27970,64505,53,53732,53,allow,388,134,254,2,30,1,1
27971,57189,53,13765,53,allow,78,78,0,1,30,1,0
27972,56621,53,19745,53,allow,177,94,83,2,30,1,1
27973,6881,55980,18375,55980,allow,226,118,108,2,1199,1,1
27974,58311,443,32362,443,allow,6128,1394,4734,24,146,10,14
27975,48320,80,28314,80,allow,12110,3853,8257,35,1075,13,22
27976,55101,443,55990,443,allow,1786,172,1614,7,120,3,4
27977,60423,443,39132,443,allow,11488,7258,4230,47,122,27,20
27978,55445,53,54858,53,allow,96,96,0,2,31,2,0
27979,34357,443,9724,443,allow,33131,26333,6798,49,121,28,21
27980,56950,443,1900,443,allow,4391,2171,2220,14,135,7,7
27981,60403,443,22407,443,allow,3802,1769,2033,15,135,7,8
27982,55489,80,62350,80,allow,180504,12712,167792,229,32,105,124
27983,56720,443,57174,443,allow,7941,1952,5989,20,15,11,9
27984,55199,53,62103,53,allow,196,94,102,2,30,1,1
27985,63954,60430,18529,60430,allow,66,66,0,2,8,2,0
27986,63937,53,33435,53,allow,183,94,89,2,30,1,1
27987,56075,53,1883,53,allow,215,102,113,2,30,1,1
27988,56020,53,51205,53,allow,199,102,97,2,32,1,1
27989,35292,8100,23509,8100,allow,78,78,0,1,5,1,0
27990,55225,53,24302,53,allow,199,102,97,2,30,1,1
27991,55225,53,48958,53,allow,822,102,720,2,30,1,1
27992,34662,443,60147,443,allow,50100,46087,4013,73,121,43,30
27994,28878,51505,0,0,deny,62,62,0,1,0,1,0
27997,60649,445,0,0,deny,66,66,0,1,0,1,0
27998,60648,445,0,0,deny,66,66,0,1,0,1,0
27999,6889,48817,0,0,deny,143,143,0,1,0,1,0
28001,63988,50584,0,0,deny,62,62,0,1,0,1,0
28002,60411,445,0,0,deny,70,70,0,1,0,1,0
28003,60410,445,0,0,deny,70,70,0,1,0,1,0
28004,60408,445,0,0,deny,70,70,0,1,0,1,0
28007,60401,445,0,0,deny,70,70,0,1,0,1,0
28008,60400,445,0,0,deny,70,70,0,1,0,1,0
28010,16630,44847,0,0,deny,62,62,0,1,0,1,0
28011,65219,445,0,0,deny,70,70,0,1,0,1,0
28012,65220,445,0,0,deny,70,70,0,1,0,1,0
28013,65216,445,0,0,deny,70,70,0,1,0,1,0
28014,60644,445,0,0,deny,66,66,0,1,0,1,0
28016,60633,445,0,0,deny,66,66,0,1,0,1,0
28017,60636,445,0,0,deny,66,66,0,1,0,1,0
28018,60635,445,0,0,deny,66,66,0,1,0,1,0
28019,60634,445,0,0,deny,66,66,0,1,0,1,0
28020,60630,445,0,0,deny,66,66,0,1,0,1,0
28021,60632,445,0,0,deny,66,66,0,1,0,1,0
28022,60629,445,0,0,deny,66,66,0,1,0,1,0
28023,14336,64147,0,0,deny,62,62,0,1,0,1,0
28025,65211,445,0,0,deny,70,70,0,1,0,1,0
28026,60389,445,0,0,deny,70,70,0,1,0,1,0
28029,65209,445,0,0,deny,70,70,0,1,0,1,0
28033,64626,50584,0,0,deny,66,66,0,1,0,1,0
28035,17378,44847,0,0,deny,62,62,0,1,0,1,0
28036,24910,64147,0,0,deny,66,66,0,1,0,1,0
28038,60385,445,0,0,deny,70,70,0,1,0,1,0
28039,59365,42873,0,0,deny,74,74,0,1,0,1,0
28040,65204,445,0,0,deny,70,70,0,1,0,1,0
28041,65202,445,0,0,deny,70,70,0,1,0,1,0
28043,60141,62413,0,0,deny,66,66,0,1,0,1,0
28045,60621,445,0,0,deny,66,66,0,1,0,1,0
28046,60375,445,0,0,deny,70,70,0,1,0,1,0
28047,60376,445,0,0,deny,70,70,0,1,0,1,0
28048,60374,445,0,0,deny,70,70,0,1,0,1,0
28049,65196,445,0,0,deny,70,70,0,1,0,1,0
28050,60372,445,0,0,deny,70,70,0,1,0,1,0
28051,60619,445,0,0,deny,66,66,0,1,0,1,0
28052,60368,445,0,0,deny,70,70,0,1,0,1,0
28053,60617,445,0,0,deny,66,66,0,1,0,1,0
28054,60616,445,0,0,deny,66,66,0,1,0,1,0
28055,60614,445,0,0,deny,66,66,0,1,0,1,0
28056,23478,1433,0,0,deny,60,60,0,1,0,1,0
28058,30580,50265,0,0,deny,66,66,0,1,0,1,0
28059,50806,51505,0,0,deny,66,66,0,1,0,1,0
28062,11136,15503,0,0,deny,145,145,0,1,0,1,0
28063,58825,44847,0,0,deny,146,146,0,1,0,1,0
28064,65184,445,0,0,deny,70,70,0,1,0,1,0
28065,65179,445,0,0,deny,70,70,0,1,0,1,0
28066,60362,445,0,0,deny,70,70,0,1,0,1,0
28067,58687,11392,0,0,deny,66,66,0,1,0,1,0
28068,60761,51221,0,0,deny,66,66,0,1,0,1,0
28070,52252,46314,0,0,deny,62,62,0,1,0,1,0
28071,60603,445,0,0,deny,66,66,0,1,0,1,0
28072,5087,22114,0,0,deny,62,62,0,1,0,1,0
28073,60355,445,0,0,deny,70,70,0,1,0,1,0
28074,60354,445,0,0,deny,70,70,0,1,0,1,0
28075,42094,35440,0,0,deny,146,146,0,1,0,1,0
28077,60595,445,0,0,deny,66,66,0,1,0,1,0
28078,65171,445,0,0,deny,70,70,0,1,0,1,0
28079,60349,445,0,0,deny,70,70,0,1,0,1,0
28080,60347,445,0,0,deny,70,70,0,1,0,1,0
28081,60593,445,0,0,deny,66,66,0,1,0,1,0
28082,19698,502,0,0,deny,60,60,0,1,0,1,0
28084,58114,11119,0,0,deny,148,148,0,1,0,1,0
28085,60343,445,0,0,deny,70,70,0,1,0,1,0
28088,60584,445,0,0,deny,66,66,0,1,0,1,0
28091,60342,445,0,0,deny,70,70,0,1,0,1,0
28092,60575,445,0,0,deny,66,66,0,1,0,1,0
28093,49276,51505,0,0,deny,66,66,0,1,0,1,0
28094,56255,44847,0,0,deny,66,66,0,1,0,1,0
28101,56281,53,50630,53,allow,170,87,83,2,31,1,1
28102,51970,443,63530,443,allow,17072,6138,10934,33,85,18,15
28103,58801,443,36000,443,allow,8937,5785,3152,26,16,14,12
28104,52002,34348,16658,34348,allow,70,70,0,2,7,2,0
28105,54816,3389,54816,3389,allow,3413,1458,1955,16,17,8,8
28106,55624,53,27462,53,allow,701,88,613,2,30,1,1
28107,58045,80,55044,80,allow,62067,24127,37940,79,34,33,46
28108,58055,80,48571,80,allow,3791,2804,987,14,31,8,6
28109,38661,15000,5688,15000,allow,138,78,60,2,5,1,1
28110,51966,18716,18361,18716,allow,66,66,0,1,5,1,0
28111,49503,443,13223,443,allow,9678,4552,5126,22,76,12,10
28112,49270,53,43465,53,allow,216,110,106,2,30,1,1
28113,58034,443,53963,443,allow,10192,3621,6571,24,36,12,12
28114,2885,443,2885,443,allow,28717,3437,25280,45,23,23,22
28115,2359,443,2359,443,allow,8209,1695,6514,21,23,13,8
28116,37554,443,12881,443,allow,13220,4632,8588,32,37,19,13
28117,41628,15000,25474,15000,allow,130,70,60,2,6,1,1
28118,56982,80,33665,80,allow,3817,829,2988,11,16,7,4
28119,58672,443,27008,443,allow,4649,2114,2535,11,120,6,5
28120,2434,443,2434,443,allow,8209,1695,6514,21,23,13,8
28121,52013,443,52013,443,allow,43964,6675,37289,60,49,25,35
28122,57157,443,64238,443,allow,1647,1375,272,9,48,5,4
28123,49270,53,27956,53,allow,216,110,106,2,31,1,1
28124,53974,443,28676,443,allow,3330,1694,1636,15,30,8,7
28125,47207,443,60906,443,allow,11085,2554,8531,48,19,24,24
28126,55576,443,55576,443,allow,4665,1758,2907,19,28,11,8
28127,44687,443,14376,443,allow,3054,1741,1313,20,27,8,12
28128,65418,443,32664,443,allow,2494,1643,851,17,26,9,8
28129,52016,443,52016,443,allow,219803,9390,210413,222,49,72,150
28130,58053,80,60672,80,allow,3751,3009,742,14,31,8,6
28131,51216,22,51216,22,allow,5806,2153,3653,33,24,18,15
28132,5908,3389,5908,3389,allow,3850,1745,2105,19,18,11,8
28133,63937,53,56505,53,allow,182,93,89,2,30,1,1
28134,50583,53,30118,53,allow,783,96,687,2,30,1,1
28135,55071,53,28115,53,allow,711,87,624,2,30,1,1
28136,65442,443,8292,443,allow,3783,1087,2696,11,120,5,6
28137,55307,53,50101,53,allow,1415,101,1314,4,51,2,2
28138,55810,80,19012,80,allow,11093,1415,9678,18,18,8,10
28139,60165,80,45319,80,allow,1982,692,1290,8,15,5,3
28140,39644,80,29707,80,allow,2631,1207,1424,14,16,9,5
28141,52001,12514,64945,12514,allow,70,70,0,2,7,2,0
28142,58799,443,29874,443,allow,7899,5184,2715,24,16,13,11
28143,58054,80,39200,80,allow,3561,3028,533,14,31,8,6
28144,58796,443,44743,443,allow,14463,9503,4960,34,17,17,17
28145,47120,443,47120,443,allow,4380,1473,2907,19,29,11,8
28146,56621,53,42291,53,allow,170,87,83,2,30,1,1
28147,51307,80,27411,80,allow,5912,5182,730,15,23,9,6
28148,63936,14832,6153,14832,allow,312,190,122,5,16,3,2
28149,2252,443,2252,443,allow,11489,1827,9662,25,23,15,10
28150,2226,443,2226,443,allow,46743,4890,41853,69,23,35,34
28151,2506,443,2506,443,allow,35555,4646,30909,59,23,33,26
28152,56119,53,42460,53,allow,198,101,97,2,30,1,1
28153,59115,443,45739,443,allow,30048,2775,27273,41,137,16,25
28154,62623,443,47203,443,allow,5311,1546,3765,15,122,7,8
28155,36099,443,40194,443,allow,48494,10293,38201,71,129,26,45
28156,55199,443,36951,443,allow,4086,1248,2838,24,140,11,13
28157,50319,53,41804,53,allow,188,96,92,2,31,1,1
28158,56138,53,1894,53,allow,783,96,687,2,31,1,1
28159,52426,53,52426,53,allow,310,94,216,2,31,1,1
28160,55563,53,56094,53,allow,188,96,92,2,31,1,1
28161,59715,443,21725,443,allow,3420,983,2437,15,121,7,8
28162,35776,443,4893,443,allow,7500,2339,5161,18,136,8,10
28163,54667,443,17668,443,allow,3989,1104,2885,12,122,5,7
28164,58386,443,54159,443,allow,17470103,920642,16549461,18410,181,6438,11972
28165,55021,53,4080,53,allow,174,89,85,2,31,1,1
28166,49845,443,54304,443,allow,8518,2260,6258,32,806,12,20
28167,54944,443,7511,443,allow,4891,2237,2654,12,121,6,6
28168,49937,443,1883,443,allow,240,240,0,5,338,5,0
28169,54344,443,13534,443,allow,10015,6047,3968,22,122,12,10
28170,46554,5228,16651,5228,allow,4520,2520,2000,40,3961,20,20
28171,34997,22,0,0,deny,60,60,0,1,0,1,0
28172,60337,445,0,0,deny,70,70,0,1,0,1,0
28176,65158,445,0,0,deny,70,70,0,1,0,1,0
28178,38891,64147,0,0,deny,145,145,0,1,0,1,0
28180,60568,445,0,0,deny,66,66,0,1,0,1,0
28181,60561,445,0,0,deny,66,66,0,1,0,1,0
28182,60569,445,0,0,deny,66,66,0,1,0,1,0
28183,60566,445,0,0,deny,66,66,0,1,0,1,0
28184,60563,445,0,0,deny,66,66,0,1,0,1,0
28185,60565,445,0,0,deny,66,66,0,1,0,1,0
28186,60564,445,0,0,deny,66,66,0,1,0,1,0
28187,23415,11392,0,0,deny,62,62,0,1,0,1,0
28188,8592,35993,0,0,deny,62,62,0,1,0,1,0
28191,60324,445,0,0,deny,70,70,0,1,0,1,0
28192,2695,48817,0,0,deny,62,62,0,1,0,1,0
28193,65155,445,0,0,deny,70,70,0,1,0,1,0
28194,65153,445,0,0,deny,70,70,0,1,0,1,0
28195,49270,53,46560,53,allow,322,110,212,4,30,2,2
28196,65146,445,0,0,deny,70,70,0,1,0,1,0
28197,65143,445,0,0,deny,70,70,0,1,0,1,0
28200,56098,55442,0,0,deny,66,66,0,1,0,1,0
28201,60549,445,0,0,deny,66,66,0,1,0,1,0
28202,60548,445,0,0,deny,66,66,0,1,0,1,0
28203,60546,445,0,0,deny,66,66,0,1,0,1,0
28204,56218,43890,0,0,deny,62,62,0,1,0,1,0
28205,53902,67,0,0,deny,60,60,0,1,0,1,0
